date,OT
0.642776111,-0.0
0.645441944,0.0
0.64811,-0.0
0.650776667,0.0
0.653443611,0.0
0.656110556,-0.0
0.658776667,-0.0
0.661443333,0.0
0.664111389,-0.0
0.666778056,0.0
0.669445278,-0.0
0.672110556,0.0
0.674779167,-0.0
0.677445833,-0.0
0.680113056,0.0
0.682778333,0.0
0.685450278,-0.0
0.688112778,0.0
0.690781389,-0.0
0.693447778,-0.0
0.696115833,-0.0
0.698781944,0.0
0.701446944,0.0
0.704115,-0.0
0.706780833,-0.0
0.709447778,0.0
0.712115556,0.0
0.714782778,0.0
0.717448611,-0.0
0.720116389,0.0
0.722783333,0.0
0.72545,0.0
0.728117778,-0.0
0.730784167,-0.0
0.733451389,0.0
0.736118611,-0.0
0.738785,-0.0
0.741452778,0.0
0.744119444,-0.0
0.746785833,0.0
0.7494525,-0.0
0.752125556,0.0
0.754787778,-0.0
0.757454722,-0.0
0.760120833,0.0
0.762787222,-0.0
0.765472778,0.0
0.768121111,-0.0
0.770788333,-0.0
0.773454444,0.0
0.776121944,-0.0
0.778789722,-0.0
0.781455278,0.0
0.784122222,0.0
0.78679,-0.0
0.789456389,0.0
0.792123611,-0.0
0.794790833,0.0
0.797458333,-0.0
0.800124444,-0.0
0.802791944,0.0
0.805458333,-0.0
0.808126389,0.0
0.810792778,-0.0
0.813459167,0.0
0.816126667,0.0
0.818792778,-0.0
0.821461944,-0.0
0.824126389,0.0
0.826794167,0.0
0.829461944,0.0
0.832130556,-0.001
0.834794722,0.0
0.837463333,0.0
0.840128611,-0.001
0.842797778,0.0
0.845463611,0.0
0.848129722,-0.0
0.8507975,0.0
0.853462778,-0.0
0.856130278,-0.0
0.858796667,0.0
0.861468611,-0.0
0.864131667,0.0
0.866798333,-0.0
0.869464722,-0.0
0.872134722,0.0
0.874798056,-0.0
0.877465833,-0.0
0.880133889,0.0
0.882799722,-0.0
0.885470556,-0.0
0.888132778,0.0
0.890801111,-0.0
0.893466667,-0.0
0.896134444,0.0
0.898801389,0.0
0.901468056,0.0
0.904135,-0.0
0.906801944,0.0
0.909469444,-0.0
0.912135833,0.0
0.9148025,0.0
0.917469444,0.0
0.920136944,-0.0
0.922805,0.0
0.925470556,-0.0
0.928137778,0.0
0.930806389,-0.0
0.933471389,0.0
0.936139444,-0.0
0.938806111,-0.0
0.941478333,-0.0
0.944139444,0.0
0.946805556,0.0
0.949473333,0.0
0.952143056,0.0
0.954808333,-0.0
0.957473333,-0.0
0.960142222,-0.0
0.962810833,-0.0
0.965476389,0.0
0.968141111,0.0
0.970808889,-0.0
0.973478333,0.0
0.9761425,0.0
0.978809722,0.0
0.981479444,0.0
0.984143333,-0.0
0.9868175,0.0
0.989478333,-0.0
0.992144167,-0.0
0.994811111,-0.0
0.997478889,0.0
1.000146389,-0.0
1.002813611,0.0
1.005481111,-0.0
1.008146944,-0.0
1.010819722,0.0
1.013482778,-0.0
1.016147222,-0.0
1.018814444,0.0
1.021480833,-0.0
1.024147778,0.0
1.026814722,-0.0
1.029483333,-0.0
1.032151389,-0.0
1.034816389,-0.0
1.037483056,0.0
1.040150278,0.0
1.042817222,0.0
1.045483056,-0.0
1.04815,0.0
1.050817778,0.0
1.053485278,-0.0
1.056150833,-0.0
1.058836944,-0.0
1.061485,0.0
1.064153611,-0.0
1.066819722,-0.0
1.069486667,-0.0
1.072155,0.0
1.074819722,-0.0
1.077489444,0.0
1.080153333,0.0
1.082823889,-0.0
1.085487222,0.0
1.088155,0.0
1.0908225,-0.0
1.093490833,-0.0
1.096155,-0.0
1.098821944,0.0
1.101490556,-0.0
1.10416,0.0
1.106825833,-0.0
1.109490556,-0.0
1.112156111,0.0
1.114823333,0.0
1.117490556,-0.0
1.120156667,-0.0
1.122825,-0.0
1.125491389,0.0
1.128157778,0.0
1.130825278,-0.0
1.133493056,0.0
1.136159444,0.0
1.138826111,-0.0
1.141493333,-0.0
1.144160278,-0.0
1.146828056,0.0
1.149495278,-0.0
1.152160833,-0.0
1.154828056,0.0
1.157494444,-0.0
1.160162778,0.0
1.162829444,0.0
1.165495556,-0.0
1.168162778,-0.0
1.170828889,0.0
1.173496667,0.0
1.176164722,-0.0
1.178830278,0.0
1.181498333,-0.0
1.184164167,0.0
1.186831111,0.0
1.189498889,-0.0
1.192165833,-0.0
1.194832222,0.0
1.197499444,0.0
1.200166111,-0.0
1.202831944,0.0
1.205499722,-0.0
1.208165833,-0.0
1.210834722,-0.0
1.213501111,0.0
1.2161675,-0.0
1.218834444,0.0
1.221501667,0.0
1.224168333,-0.0
1.226835556,0.0
1.229502778,-0.0
1.232169444,0.0
1.234836667,-0.0
1.237504444,0.0
1.240171111,0.0
1.242838056,0.0
1.245503056,-0.0
1.248170556,0.0
1.250838333,-0.0
1.253503889,-0.0
1.256171944,0.0
1.258837778,-0.0
1.261505278,0.0
1.264173333,-0.0
1.266839444,-0.0
1.269516111,-0.0
1.272174167,-0.0
1.274840278,0.0
1.277506944,-0.0
1.280175556,0.0
1.282841389,0.0
1.285506944,-0.0
1.288176389,-0.0
1.290849722,0.0
1.293509722,-0.0
1.296175833,0.0
1.298843333,0.0
1.301546111,-0.0
1.304176944,-0.0
1.306850278,0.0
1.309510278,-0.0
1.3121775,0.0
1.314844167,0.0
1.317511111,0.0
1.320178056,-0.0
1.322845,0.0
1.325512222,-0.0
1.328179167,-0.0
1.330848333,-0.0
1.333515,-0.0
1.336180278,0.0
1.338847222,-0.0
1.341514444,0.0
1.344180556,-0.0
1.346846944,-0.0
1.349515,0.0
1.352181667,-0.0
1.354848333,0.0
1.357514722,0.0
1.360182222,-0.0
1.362849167,-0.0
1.365516111,0.0
1.368184167,-0.0
1.370849722,0.0
1.373516389,-0.0
1.376183333,-0.0
1.378850556,0.0
1.3815175,-0.0
1.384184444,-0.0
1.386851111,0.0
1.389518889,-0.0
1.392193056,0.0
1.394854444,-0.0
1.397519167,0.0
1.400187222,-0.0
1.402853889,-0.0
1.405520556,-0.0
1.408187222,0.0
1.410854167,-0.0
1.413520833,-0.0
1.416197222,0.0
1.418855833,-0.0
1.421522222,-0.0
1.424188333,0.0
1.426855833,-0.0
1.429523889,0.0
1.432190833,0.0
1.434856667,-0.0
1.437523611,-0.0
1.440191111,-0.0
1.4428575,0.0
1.445526111,-0.0
1.448192222,-0.0
1.450858333,0.0
1.453526389,-0.0
1.456192778,0.0
1.458859167,-0.0
1.461526111,0.0
1.464193333,-0.0
1.466860833,-0.0
1.469535833,0.0
1.472193889,-0.0
1.474861667,-0.0
1.477528889,0.0
1.480196667,-0.0
1.482861667,-0.0
1.485528889,0.0
1.488195,-0.0
1.490863056,-0.0
1.493528889,-0.0
1.496197778,-0.0
1.498864167,-0.0
1.501530833,0.0
1.504198889,0.0
1.506865278,-0.0
1.509531111,0.0
1.512198056,-0.0
1.514865,0.0
1.517533333,-0.0
1.520198889,-0.0
1.522866389,0.0
1.525533889,-0.0
1.528200278,-0.0
1.530867222,-0.0
1.533534167,0.0
1.536201111,-0.0
1.538868333,0.0
1.541534167,-0.0
1.54422,0.0
1.546867778,-0.0
1.549536389,0.0
1.552202222,-0.0
1.554869722,-0.0
1.557535556,0.0
1.560204722,0.0
1.562869167,-0.0
1.5655375,0.0
1.568203056,-0.0
1.570871389,-0.0
1.573538611,-0.0
1.576205,0.0
1.578871389,-0.0
1.581538889,-0.0
1.584217222,-0.0
1.5868725,-0.0
1.589539722,0.0
1.592207222,0.0
1.594874167,-0.0
1.597539722,-0.0
1.600206389,0.0
1.602873611,-0.0
1.605552778,-0.0
1.608208611,-0.0
1.610875,0.0
1.6135475,-0.0
1.616209722,0.0
1.618875833,-0.0
1.621542222,0.0
1.624210556,-0.0
1.626877222,0.0
1.629546667,-0.0
1.632211667,0.0
1.634880278,0.0
1.637547778,0.0
1.640214444,-0.0
1.642878333,0.0
1.645545278,-0.0
1.6482125,-0.0
1.650879167,0.0
1.653546111,0.0
1.656214167,-0.0
1.658884444,0.0
1.661564722,-0.0
1.664213889,-0.0
1.666881944,0.0
1.669546944,-0.0
1.672214167,0.0
1.674881944,-0.0
1.677549722,0.0
1.680215278,-0.0
1.682882778,-0.0
1.68555,0.0
1.688216667,-0.0
1.690883889,-0.0
1.693551389,0.0
1.696217222,0.0
1.698884444,-0.0
1.701551111,-0.0
1.704217222,0.0
1.706884167,-0.0
1.709551944,0.0
1.712218611,-0.0
1.714886389,-0.0
1.717552222,-0.0
1.720219722,0.0
1.722886111,0.0
1.725553333,0.0
1.728220556,-0.0
1.730888611,0.0
1.733554444,-0.0
1.736220833,-0.0
1.738888889,0.0
1.741559167,-0.0
1.744223056,-0.0
1.746889167,-0.0
1.749555833,0.0
1.752224722,0.0
1.754890833,-0.0
1.757557222,-0.0
1.760223889,0.0
1.7628925,-0.0
1.765557222,-0.0
1.768225,0.0
1.770890833,-0.0
1.773561389,0.0
1.776226667,-0.0
1.778891944,0.0
1.781563611,-0.0
1.784226944,0.0
1.786893056,-0.0
1.789560556,-0.0
1.792228333,-0.0
1.794895556,0.0
1.797560556,-0.0
1.800231389,0.0
1.802895,-0.0
1.805567222,0.0
1.808229167,-0.0
1.810899722,-0.0
1.813569167,-0.0
1.816229444,0.0
1.818898611,0.0
1.821563333,-0.0
1.824233056,-0.0
1.8269,0.0
1.829567222,-0.0
1.832231111,0.0
1.834898056,0.0
1.837565833,-0.0
1.840233333,0.0
1.842899167,-0.0
1.845570278,0.0
1.848235556,-0.0
1.850903611,-0.0
1.853569167,0.0
1.856236111,-0.0
1.858901944,0.0
1.861571667,-0.0
1.864236389,-0.0
1.866901667,0.0
1.869568611,-0.0
1.872236667,-0.0
1.874905278,0.0
1.877569167,-0.0
1.880238889,-0.0
1.882904722,0.0
1.885573056,0.0
1.888236944,0.0
1.890905278,-0.0
1.893570278,-0.0
1.896238056,0.0
1.898905,-0.0
1.901571111,-0.0
1.904238056,0.0
1.906908333,-0.0
1.909575556,-0.0
1.912240833,-0.0
1.914906667,0.0
1.917586944,0.0
1.920242222,-0.0
1.922906667,-0.0
1.925575278,-0.0
1.9282425,0.0
1.930909444,0.0
1.933575278,-0.0
1.936242222,-0.0
1.938909444,0.0
1.941576389,-0.0
1.9442425,-0.0
1.946913611,0.0
1.949577222,-0.0
1.952243611,-0.0
1.954911944,-0.0
1.957578889,0.0
1.9602475,-0.0
1.962911389,0.0
1.965579722,-0.0
1.968245,-0.0
1.970915,0.0
1.973598889,0.0
1.976246944,-0.0
1.978916111,-0.0
1.981580278,0.0
1.984248056,-0.0
1.986914167,0.0
1.989583611,0.0
1.992247222,0.0
1.994915833,-0.0
1.997581944,0.0
2.000251667,-0.0
2.002915556,-0.0
2.005582778,-0.0
2.008249167,0.0
2.010916667,-0.0
2.013584722,0.0
2.016249722,-0.0
2.018918056,0.0
2.021587778,-0.0
2.024253889,-0.0
2.026917778,0.0
2.02959,-0.0
2.032251944,-0.0
2.034919444,0.0
2.037585833,0.0
2.040251944,-0.0
2.042920278,0.0
2.045586389,0.0
2.048253056,0.0
2.050920833,0.0
2.0535875,-0.0
2.056255556,-0.0
2.058921944,0.0
2.0615925,-0.0
2.064255556,0.0
2.066923056,0.0
2.069588611,-0.0
2.0722625,0.0
2.074923889,0.0
2.07759,-0.0
2.080258333,-0.0
2.082923056,0.0
2.08559,-0.0
2.088258056,0.0
2.090925,-0.0
2.093591111,-0.0
2.096257778,0.0
2.098925556,0.0
2.101592222,-0.0
2.104258889,0.0
2.106927222,-0.0
2.1095925,0.0
2.112259722,-0.0
2.114927778,0.0
2.117593889,-0.0
2.120265278,0.0
2.12293,-0.0
2.125595833,-0.0
2.128261944,0.0
2.130930278,-0.0
2.133595556,0.0
2.136265556,0.0
2.138929722,-0.0
2.141597222,0.0
2.144266389,-0.0
2.146930556,-0.0
2.149597778,0.0
2.152264722,0.0
2.154932222,0.0
2.157598611,-0.0
2.160265,-0.0
2.162933611,-0.0
2.165600278,-0.0
2.168267222,-0.0
2.170932222,0.0
2.173599167,0.0
2.224606111,0.0
2.291723611,-0.0
2.358841111,0.0
2.425959167,-0.0
2.493077222,-0.0
2.560194722,-0.0
2.627313333,0.0
2.694431667,0.0
2.761548889,0.0
2.828668333,-0.0
2.895786389,-0.0
2.962903889,0.0
3.030023056,0.0
3.097139722,-0.0
3.164258056,0.0
3.231376944,-0.0
3.298494167,-0.0
3.365612222,-0.0
3.432731111,0.0
3.499848056,-0.0
3.566966944,0.0
3.634083611,0.0
3.701202222,0.0
3.768320833,-0.0
3.835438333,0.0
3.902558056,-0.0
3.9696775,-0.0
4.036795556,-0.0
4.103913889,-0.0
4.171031667,0.0
4.238146944,0.0
4.305265833,0.0
4.372391111,-0.0
4.439501111,0.0
4.506621111,-0.0
4.573737778,-0.0
4.640855278,-0.0
4.7079725,0.0
4.775091389,-0.0
4.842210278,0.0
4.909328056,0.0
4.976445,-0.0
5.043562778,0.0
5.110681944,0.0
5.177800833,-0.0
5.244917222,0.0
5.312036111,0.0
5.379153889,-0.0
5.446272222,-0.0
5.513391667,0.0
5.580509444,-0.0
5.647626111,0.0
5.714745,0.0
5.7818625,0.0
5.848981111,-0.0
5.916098333,-0.0
5.983217778,0.0
6.050334444,0.0
6.117451944,0.0
6.1845725,-0.0
6.251689167,0.0
6.318811111,-0.0
6.385930556,-0.0
6.453043611,0.0
6.520160833,0.0
6.587279167,0.0
6.654398333,-0.0
6.721515278,0.0
6.788633889,-0.0
6.855751944,-0.0
6.92287,0.0
6.9899875,0.0
7.057115833,-0.0
7.124223333,0.0
7.191343056,-0.0
7.258462778,0.0
7.3255775,-0.0
7.392697222,0.0
7.459814167,0.0
7.526932222,0.0
7.594050278,-0.0
7.66117,0.0
7.728288611,-0.0
7.795404444,-0.0
7.862522222,-0.0
7.929640833,0.0
7.996760278,0.0
8.063878611,-0.0
8.130995833,0.0
8.198114167,-0.0
8.265232778,-0.0
8.332348611,0.0
8.399466944,-0.0
8.466585556,-0.0
8.533706111,0.0
8.600822222,0.0
8.667938333,-0.0
8.735057222,-0.0
8.802175278,0.0
8.869293333,0.0
8.936411667,-0.0
9.003529444,-0.0
9.0706475,-0.0
9.137765,-0.0
9.204893889,0.0
9.272002778,0.0
9.33912,-0.0
9.406238056,-0.0
9.473356111,-0.0
9.540475278,0.0
9.607595278,-0.0
9.674711944,-0.0
9.741828333,0.0
9.808945833,-0.0
9.876065833,0.0
9.943184722,-0.0
10.01030083,0.0
10.07742167,0.0
10.14453972,-0.0
10.21165722,0.0
10.27877389,-0.0
10.34589111,-0.0
10.41300944,0.0
10.48013833,-0.0
10.54725306,0.0
10.61436472,-0.0
10.68148167,0.0
10.74859972,-0.0
10.8157175,-0.0
10.88283694,-0.0
10.94995667,0.0
11.01707222,-0.0
11.08418972,0.0
11.15130778,0.0
11.21842639,0.0
11.28554306,-0.0
11.35266194,-0.0
11.41978028,0.0
11.48689861,-0.0
11.55401583,-0.0
11.62113389,0.0
11.68825222,0.0
11.75536944,-0.0
11.82249083,-0.0
11.88960944,-0.0
11.95672722,0.0
12.0238425,-0.0
12.09096056,-0.0
12.15807861,0.0
12.22519917,0.0
12.29231528,-0.0
12.3594325,0.0
12.42655472,-0.0
12.49366972,0.0
12.56078806,-0.0
12.62790611,-0.0
12.69502361,0.0
12.76214194,-0.0
12.82926028,-0.0
12.89637694,0.0
12.96350778,-0.0
13.03061306,0.0
13.09773139,0.0
13.16484944,-0.0
13.23196722,-0.0
13.29908611,-0.0
13.36620361,0.0
13.43332222,-0.0
13.50044,0.0
13.5675575,0.0
13.63467778,0.0
13.70179389,-0.0
13.76891417,0.0
13.83603306,-0.0
13.90314944,-0.0
13.97026889,0.0
14.03738583,-0.0
14.10450306,0.0
14.17162,0.0
14.23873917,-0.0
14.30585833,-0.0
14.37297722,-0.0
14.44009556,0.0
14.50721361,-0.0
14.57432972,-0.0
14.64144722,0.0
14.70856472,-0.0
14.77568333,0.0
14.84280389,0.0
14.90992194,0.0
14.97703722,-0.0
15.044155,-0.0
15.11127583,-0.0
15.17839306,0.0
15.24550889,0.0
15.31262722,-0.0
15.37974611,-0.0
15.44686333,0.0
15.5139825,-0.0
15.58109861,0.0
15.6482175,0.0
15.71533611,0.0
15.78245333,0.0
15.84957194,0.0
15.91668944,-0.0
15.98380778,0.0
16.05092556,-0.0
16.11804417,-0.0
16.1851625,0.0
16.25227917,-0.0
16.31939861,0.0
16.38651667,-0.0
16.45363333,-0.0
16.52075444,0.0
16.58787,-0.0
16.65498861,0.0
16.72210667,0.0
16.78922472,0.0
16.8563425,0.0
16.92346,-0.0
16.99057861,-0.0
17.05769556,0.0
17.12481444,0.0
17.19193222,-0.0
17.25905056,-0.0
17.32617139,0.0
17.39328639,-0.0
17.46040556,0.0
17.5275225,-0.0
17.59464333,-0.0
17.66175778,0.0
17.72887722,0.0
17.79599528,-0.0
17.8631125,-0.0
17.93023083,0.0
17.99735028,-0.0
18.06446694,-0.0
18.13158972,0.0
18.19870306,-0.0
18.26582222,-0.0
18.33294111,0.0
18.40005917,-0.0
18.46717472,-0.0
18.53429306,0.0
18.60141139,0.0
18.66853306,-0.0
18.73564694,0.0
18.80276667,-0.0
18.86988306,0.0
18.9370025,-0.0
19.00411917,-0.0
19.07123833,0.0
19.13835472,0.0
19.20547333,-0.0
19.27259139,0.0
19.33971,-0.0
19.40682806,-0.0
19.47394694,0.0
19.54106472,0.0
19.60818278,0.0
19.67530083,-0.0
19.74242056,-0.0
19.80953667,0.0
19.87665694,-0.0
19.94377194,-0.0
20.01089389,-0.0
20.07800806,0.0
20.14512611,0.0
20.21224722,-0.0
20.27936333,0.0
20.34648083,-0.0
20.41359861,-0.0
20.480735,0.0
20.54783556,-0.0
20.6149525,0.0
20.6820825,0.0
20.74918917,-0.0
20.8163075,0.0
20.88342778,0.0
20.95054417,0.0
21.01766361,-0.0
21.08477889,0.0
21.15189694,-0.0
21.219015,-0.0
21.28613639,-0.0
21.35325083,0.0
21.42037194,0.0
21.48748806,-0.0
21.55460639,0.0
21.62172389,0.0
21.68884278,0.0
21.75596583,0.0
21.82307778,-0.0
21.89019611,0.0
21.95731333,-0.0
22.0244325,-0.0
22.09154944,-0.0
22.15866778,0.0
22.22578583,0.0
22.29290417,-0.0
22.36002194,-0.0
22.42713972,-0.0
22.49425889,0.0
22.56137528,0.0
22.628495,-0.0
22.69561222,0.0
22.76272944,-0.0
22.82984806,-0.0
22.89696583,-0.0
22.96408389,-0.0
23.031205,0.0
23.09832083,-0.0
23.16543806,0.0
23.23255667,0.0
23.29967389,-0.0
23.36679167,-0.0
23.43391028,0.0
23.50102917,0.0
23.56814667,-0.0
23.63526667,-0.0
23.70238167,0.0
23.76949972,0.0
23.83661861,-0.0
23.903735,0.0
23.97085417,-0.0
24.03797417,0.0
24.10508917,0.0
24.17220778,-0.0
24.23932667,-0.0
24.30644333,0.0
24.37356139,-0.0
24.4406825,-0.0
24.50780194,-0.0
24.57491722,0.0
24.64203389,0.0
24.70915,0.0
24.77627306,-0.0
24.84338778,0.0
24.91050361,0.0
24.97762167,0.0
25.04474,0.0
25.11186111,-0.0
25.1789775,0.0
25.2460975,0.0
25.31321389,-0.0
25.38033444,-0.0
25.44745556,0.0
25.51456611,-0.0
25.581685,-0.0
25.64880167,0.0
25.71592306,-0.0
25.78303694,0.0
25.850155,-0.0
25.91727583,0.0
25.98439278,0.0
26.05151056,0.0
26.11862944,0.0
26.18574611,-0.0
26.25286639,0.0
26.31998167,-0.0
26.38710278,-0.0
26.45421833,0.0
26.52133611,0.0
26.58845417,-0.0
26.65557222,0.0
26.72269222,-0.0
26.78980917,-0.0
26.85692694,0.0
26.92404944,-0.0
26.99116194,-0.0
27.05828139,-0.0
27.12540861,-0.0
27.1925175,0.0
27.25963361,0.0
27.32675139,-0.0
27.39387083,0.0
27.46098778,-0.0
27.52810833,-0.0
27.59522333,0.0
27.66234083,-0.0
27.72945944,-0.0
27.79657611,-0.0
27.86369528,-0.0
27.93081361,-0.0
27.99793278,0.0
28.06505,0.0
28.13216722,0.0
28.19928556,-0.0
28.26640361,0.0
28.33352639,-0.0
28.40063972,-0.0
28.46775944,-0.0
28.53487417,0.0
28.60199361,0.0
28.66911278,-0.0
28.73623,-0.0
28.80335,-0.0
28.87046611,0.0
28.93758556,0.0
29.00470694,-0.0
29.07182194,0.0
29.13893806,-0.0
29.2060575,0.0
29.27317444,-0.0
29.3402925,-0.0
29.40741056,-0.0
29.47452944,0.0
29.54164667,0.0
29.60876333,-0.0
29.67588333,-0.0
29.74300222,0.0
29.81011944,0.0
29.87723639,-0.0
29.94435611,-0.0
30.01147333,0.0
30.07859222,-0.0
30.14571028,-0.0
30.21282917,-0.0
30.27994472,0.0
30.34706472,0.0
30.41418278,-0.0
30.48130417,0.0
30.54841944,0.0
30.6155375,0.0
30.68265583,0.0
30.7497725,-0.0
30.81689528,-0.0
30.8840075,-0.0
30.95112556,0.0
31.01824611,0.0
31.08536194,0.0
31.15247972,-0.0
31.21959778,-0.0
31.28671833,-0.0
31.35383389,0.0
31.42095389,-0.0
31.48807139,0.0
31.55518806,0.0
31.62230611,0.0
31.6894225,-0.0
31.75654194,0.0
31.82365944,0.0
31.89077861,-0.0
31.95789722,0.0
32.02501528,0.0
32.09213333,-0.0
32.15925139,-0.0
32.22636972,-0.0
32.29348806,0.0
32.36060583,-0.0
32.42772306,0.0
32.49484278,0.0
32.56196083,-0.0
32.62907667,0.0
32.69619472,-0.0
32.7633125,-0.0
32.83043222,0.0
32.89754861,-0.0
32.96466889,-0.0
33.03179056,0.0
33.098905,0.0
33.16602333,-0.0
33.23313861,0.0
33.30025722,0.0
33.36737528,0.0
33.43449306,-0.0
33.50161111,-0.0
33.56872778,0.0
33.63584778,0.0
33.70296528,-0.0
33.77008333,-0.0
33.83720389,0.0
33.90432417,-0.0
33.97143889,0.0
34.038555,0.0
34.10567306,-0.0
34.17279472,-0.0
34.23991222,0.0
34.30702833,-0.0
34.37414583,0.0
34.44126722,-0.0
34.50838194,-0.0
34.5755,0.0
34.64261806,-0.0
34.70973611,0.0
34.77685417,0.0
34.84397222,-0.0
34.91109028,-0.0
34.97820833,0.0
35.0453275,-0.0
35.11244417,0.0
35.17956333,0.0
35.24668139,-0.0
35.31380083,-0.0
35.38092139,0.0
35.44803944,-0.0
35.51515306,0.0
35.58227056,0.0
35.64938806,-0.0
35.71650667,-0.0
35.78362472,0.0
35.85074278,-0.0
35.91786167,0.0
35.9849775,0.0
36.05209694,-0.0
36.11921722,-0.0
36.18633361,0.0
36.25345111,-0.0
36.32057,0.0
36.38768889,0.0
36.45480694,0.0
36.52192194,-0.0
36.58904306,-0.0
36.65615944,-0.0
36.72327778,0.0
36.7903975,-0.0
36.85751611,0.0
36.92463583,-0.0
36.99175444,-0.0
